"","sample","species","nReads"
"3440","PO_201807","Dictyocha speculum",430
"3441","PO_201807","Dolichomastix tenuilepis",8
"3442","PO_201807","Ectocarpus siliculosus",5
"3443","PO_201807","Emiliania huxleyi",7142
"3444","PO_201807","Gracilaria vermiculophylla",1755
"3445","PO_201807","Harpacticoida sp. DNZ085",1088
"3446","PO_201807","Homo sapiens",28
"3447","PO_201807","Melosira nummuloides",300
"3448","PO_201807","Micromonas pusilla",14182
"3449","PO_201807","Minutocellus polymorphus",86092
"3450","PO_201807","Monocorophium acherusicum",6
"3451","PO_201807","Mytilus trossulus",5
"3452","PO_201807","Navicula cryptocephala",177
"3453","PO_201807","Nuttallia olivacea",168
"3454","PO_201807","Oncorhynchus tshawytscha",7
"3455","PO_201807","Paracalanus sp. C AC-2013",290
"3456","PO_201807","Penicillium sclerotiorum",17
"3457","PO_201807","Pinnularia sp. 5 CS-2011",22
"3458","PO_201807","Podosira stelligera",7
"3459","PO_201807","Poteriospumella lacustris",32
"3460","PO_201807","Prasinoderma coloniale",557
"3461","PO_201807","Protoperidinium cf. depressum",15
"3462","PO_201807","Pseudochattonella farcimen",3853
"3463","PO_201807","Pycnococcus provasolii",1094
"3464","PO_201807","Pythium tracheiphilum",54
"3465","PO_201807","Rhizosolenia setigera",64
"3466","PO_201807","Saprolegnia diclina",17
"3467","PO_201807","Sarocladium implicatum",5
"3468","PO_201807","Skeletonema dohrnii",9
"3469","PO_201807","Thalassionema nitzschioides",423
"3470","PO_201807","Thalassiosira nordenskioeldii",149
"3471","PO_201807","Thalassiosira punctigera",71
"3472","PO_201807","Triparma laevis",429
"3473","PO_201807",NA,165680
"3474","SA_201703","Azumapecten farreri",6
"3475","SA_201703","Balanus glandula",10375
"3476","SA_201703","Bathycoccus prasinos",91794
"3477","SA_201703","Centropages abdominalis",12
"3478","SA_201703","Chaetoceros sp. MBTD-CMFRI-S045",12
"3479","SA_201703","Chondracanthus exasperatus",5
"3480","SA_201703","Chordariaceae sp. 7 AP-2014",31
"3481","SA_201703","Chrysochromulina sp. CCMP291",3
"3482","SA_201703","Chthamalus dalli",2958
"3483","SA_201703","Cylindrotheca closterium",5
"3484","SA_201703","Dendraster excentricus",91
"3485","SA_201703","Dictyocha speculum",1698
"3486","SA_201703","Ectocarpus siliculosus",54
"3487","SA_201703","Emiliania huxleyi",77
"3488","SA_201703","Glycera sp. CMC03",9
"3489","SA_201703","Gomphonema clevei",3
"3490","SA_201703","Hemigrapsus oregonensis",11
"3491","SA_201703","Heterocapsa rotundata",3
"3492","SA_201703","Hincksia hincksiae",20
"3493","SA_201703","Membranipora membranacea",8
"3494","SA_201703","Micromonas pusilla",23387
"3495","SA_201703","Minutocellus polymorphus",2479
"3496","SA_201703","Mytilus trossulus",2
"3497","SA_201703","Nereis vexillosa",1348
"3498","SA_201703","Nitzschia cf. promare",47
"3499","SA_201703","Odonthalia floccosa",4
"3500","SA_201703","Phaeocystis antarctica",49557
"3501","SA_201703","Phaeocystis globosa",66
"3502","SA_201703","Poteriospumella lacustris",854
"3503","SA_201703","Pseudo-nitzschia delicatissima",6
"3504","SA_201703","Pseudocalanus newmani",28
"3505","SA_201703","Pyramimonas parkeae",54
"3506","SA_201703","Pythium sp. CAL-2011c",21
"3507","SA_201703","Pythium tracheiphilum",68
"3508","SA_201703","Rhizosolenia setigera",541
"3509","SA_201703","Rhodotorula taiwanensis",4
"3510","SA_201703","Thalassiosira nordenskioeldii",146
"3511","SA_201703","Triparma laevis",21931
"3512","SA_201703",NA,49831
"3513","SA_201705","Acartia longiremis",240
"3514","SA_201705","Aequorea sp. MW-2012",139
"3515","SA_201705","Albugo candida",5
"3516","SA_201705","Alitta sp. CMC01",252
"3517","SA_201705","Amphicaryon earnesti",16
"3518","SA_201705","Anisolpidium ectocarpii",67
"3519","SA_201705","Aphanomyces sp. BOLD:AAO9952",155
"3520","SA_201705","Arca avellana",4
"3521","SA_201705","Asterionellopsis guyunusae",6
"3522","SA_201705","Attheya longicornis",19776
"3523","SA_201705","Balanus balanus",1001
"3524","SA_201705","Balanus glandula",105
"3525","SA_201705","Bathycoccus prasinos",529
"3526","SA_201705","Blastocladiella emersonii",92
"3527","SA_201705","Brachionidae sp. SHYT150702c",72
"3528","SA_201705","Calanus pacificus",37
"3529","SA_201705","Centropages abdominalis",10529
"3530","SA_201705","Chaetoceros socialis",13738
"3531","SA_201705","Chattonella subsalsa",777
"3532","SA_201705","Chondracanthus exasperatus",1728
"3533","SA_201705","Chordariaceae sp. 7 AP-2014",3772
"3534","SA_201705","Chrysochromulina sp. CCMP291",28
"3535","SA_201705","Clytia languida",73
"3536","SA_201705","Coscinodiscus wailesii",330
"3537","SA_201705","Cylindrotheca closterium",4640
"3538","SA_201705","Dendraster excentricus",13954
"3539","SA_201705","Dictyocha speculum",5929
"3540","SA_201705","Ditylum brightwellii",5599
"3541","SA_201705","Emiliania huxleyi",525
"3542","SA_201705","Evasterias troschelii",13
"3543","SA_201705","Gelidium coulteri",817
"3544","SA_201705","Halidrys siliquosa",47
"3545","SA_201705","Haptoglossa sp. DM2 4/12",30
"3546","SA_201705","Haramonas dimorpha",41
"3547","SA_201705","Heterocapsa rotundata",154
"3548","SA_201705","Homo sapiens",8
"3549","SA_201705","Leitoscoloplos pugettensis CMC01",6
"3550","SA_201705","Lichtheimia ramosa",54
"3551","SA_201705","Macoma nasuta",19
"3552","SA_201705","Mazzaella splendens",92
"3553","SA_201705","Membranipora membranacea",510
"3554","SA_201705","Micromonas pusilla",3721
"3555","SA_201705","Minutocellus polymorphus",4587
"3556","SA_201705","Muggiaea atlantica",38
"3557","SA_201705","Navicula cryptocephala",563
"3558","SA_201705","Navicula ramosissima",677
"3559","SA_201705","Nitzschia cf. promare",5268
"3560","SA_201705","Nitzschia cf. recta RT-2009",19
"3561","SA_201705","Nitzschia longissima",256
"3562","SA_201705","Nuttallia olivacea",8
"3563","SA_201705","Obelia bidentata",293
"3564","SA_201705","Paramoeba pemaquidensis",124
"3565","SA_201705","Parvamoeba rugata",221
"3566","SA_201705","Pedospumella sinomuralis",655
"3567","SA_201705","Phaeocystis antarctica",2663
"3568","SA_201705","Phaeocystis globosa",113
"3569","SA_201705","Phytophthora sp. 2 EEO-2011",100
"3570","SA_201705","Phytophthora taxon paludosa",6
"3571","SA_201705","Pinnularia sp. 5 CS-2011",468
"3572","SA_201705","Plagiogramma sp. IAL-2014a",1084
"3573","SA_201705","Porichthys notatus",2088
"3574","SA_201705","Poteriospumella lacustris",41
"3575","SA_201705","Prionitis sternbergii",133
"3576","SA_201705","Protoperidinium cf. depressum",487
"3577","SA_201705","Pseudo-nitzschia delicatissima",431
"3578","SA_201705","Pseudo-nitzschia hasleana",24
"3579","SA_201705","Pseudocalanus moultoni",422
"3580","SA_201705","Pseudocalanus newmani",16495
"3581","SA_201705","Pyramimonas parkeae",119
"3582","SA_201705","Pyropia haitanensis",39
"3583","SA_201705","Pythium acanthicum",8
"3584","SA_201705","Pythium pachycaule",768
"3585","SA_201705","Pythium tracheiphilum",1866
"3586","SA_201705","Rhizosolenia setigera",5054
"3587","SA_201705","Rhodomonas salina",14
"3588","SA_201705","Salispina spinosa",92
"3589","SA_201705","Saprolegnia diclina",1160
"3590","SA_201705","Sarcodiotheca sp. 2gaudichaudii",1429
"3591","SA_201705","Saxidomus gigantea",469
"3592","SA_201705","Scopalina ruetzleri",54
"3593","SA_201705","Skeletonema dohrnii",448
"3594","SA_201705","Skeletonema japonicum",13107
"3595","SA_201705","Synchaeta pectinata",119
"3596","SA_201705","Thalassionema nitzschioides",2529
"3597","SA_201705","Thalassiosira nordenskioeldii",7525
"3598","SA_201705","Thalassiosira punctigera",30
"3599","SA_201705","Thecamonas trahens",162
"3600","SA_201705","Tresus capax",47
"3601","SA_201705","Triparma laevis",1013
"3602","SA_201705","Wildemania amplissima",80236
"3603","SA_201705",NA,446337
"3604","SA_201706","Asterionellopsis glacialis",360
"3605","SA_201706","Asterionellopsis guyunusae",59
"3606","SA_201706","Attheya longicornis",131
"3607","SA_201706","Balanus balanus",594
"3608","SA_201706","Balanus glandula",6169
"3609","SA_201706","Bathycoccus prasinos",3153
"3610","SA_201706","Blastocladiella emersonii",83
"3611","SA_201706","Calanus pacificus",28108
"3612","SA_201706","Centropages abdominalis",4
"3613","SA_201706","Chaetoceros socialis",2920
"3614","SA_201706","Chaetoceros sp. MBTD-CMFRI-S062",1024
"3615","SA_201706","Chattonella subsalsa",289
"3616","SA_201706","Chondracanthus exasperatus",27
"3617","SA_201706","Coscinodiscus wailesii",50
"3618","SA_201706","Cylindrotheca closterium",1864
"3619","SA_201706","Cylindrotheca fusiformis",12
"3620","SA_201706","Cymbomonas tetramitiformis",596
"3621","SA_201706","Dendraster excentricus",175315
"3622","SA_201706","Dictyocha speculum",699
"3623","SA_201706","Ditylum brightwellii",3244
"3624","SA_201706","Emiliania huxleyi",3489
"3625","SA_201706","Emplectonema sp. 1 TCH-2015",18
"3626","SA_201706","Eucampia zodiacus",10
"3627","SA_201706","Gymnodinium sp. NVA/RUS/2008",120
"3628","SA_201706","Lacuna pallidula",14
"3629","SA_201706","Lichtheimia ramosa",372
"3630","SA_201706","Littorina plena",6573
"3631","SA_201706","Macoma nasuta",3754
"3632","SA_201706","Macoma petalum",878
"3633","SA_201706","Micromonas pusilla",10964
"3634","SA_201706","Minutocellus polymorphus",2350
"3635","SA_201706","Mya arenaria",5382
"3636","SA_201706","Mytilus trossulus",214
"3637","SA_201706","Navicula cryptocephala",32
"3638","SA_201706","Nitzschia cf. promare",53
"3639","SA_201706","Nitzschia longissima",12
"3640","SA_201706","Nuttallia olivacea",939
"3641","SA_201706","Paracalanus sp. C AC-2013",1930
"3642","SA_201706","Phaeocystis antarctica",34
"3643","SA_201706","Platynereis sp. CMC02",298
"3644","SA_201706","Protoperidinium cf. depressum",114
"3645","SA_201706","Pseudo-nitzschia delicatissima",578
"3646","SA_201706","Pseudo-nitzschia hasleana",2405
"3647","SA_201706","Pseudocalanus newmani",12414
"3648","SA_201706","Pseudochattonella farcimen",2432
"3649","SA_201706","Pyropia haitanensis",208
"3650","SA_201706","Pythium pachycaule",64
"3651","SA_201706","Pythium tracheiphilum",19
"3652","SA_201706","Rhizosolenia setigera",176
"3653","SA_201706","Ruditapes philippinarum",5446
"3654","SA_201706","Saprolegnia diclina",3
"3655","SA_201706","Saxidomus gigantea",18609
"3656","SA_201706","Skeletonema cf. pseudocostatum",8
"3657","SA_201706","Skeletonema dohrnii",237
"3658","SA_201706","Skeletonema japonicum",5969
"3659","SA_201706","Thalassionema nitzschioides",48
"3660","SA_201706","Thalassiosira nordenskioeldii",4446
"3661","SA_201706","Tresus capax",384
"3662","SA_201706","Triparma laevis",424
"3663","SA_201706",NA,356184
"3664","SA_201707","Asterionellopsis glacialis",627
"3665","SA_201707","Asterionellopsis guyunusae",5
"3666","SA_201707","Attheya longicornis",4
"3667","SA_201707","Bathycoccus prasinos",2317
"3668","SA_201707","Blastocladiella emersonii",5
"3669","SA_201707","Cafeteria roenbergensis",7
"3670","SA_201707","Calanus pacificus",37
"3671","SA_201707","Chrysochromulina sp. CCMP291",11
"3672","SA_201707","Cylindrotheca closterium",142
"3673","SA_201707","Cymbomonas tetramitiformis",3
"3674","SA_201707","Dendraster excentricus",461
"3675","SA_201707","Dictyocha speculum",93
"3676","SA_201707","Emiliania huxleyi",413586
"3677","SA_201707","Heterocapsa rotundata",327
"3678","SA_201707","Leucocryptos marina",90
"3679","SA_201707","Micromonas pusilla",33782
"3680","SA_201707","Minutocellus polymorphus",69924
"3681","SA_201707","Navicula cryptocephala",9
"3682","SA_201707","Nitzschia cf. promare",12
"3683","SA_201707","Nitzschia longissima",34
"3684","SA_201707","Paracalanus sp. C AC-2013",15
"3685","SA_201707","Phaeocystis antarctica",8
"3686","SA_201707","Phaeocystis globosa",3
"3687","SA_201707","Platyias quadricornis",88
"3688","SA_201707","Poteriospumella lacustris",80
"3689","SA_201707","Prasinoderma coloniale",194
"3690","SA_201707","Pseudo-nitzschia delicatissima",148
"3691","SA_201707","Pseudochattonella farcimen",2249
"3692","SA_201707","Saxidomus gigantea",12
"3693","SA_201707","Skeletonema dohrnii",19
"3694","SA_201707","Skeletonema japonicum",5
"3695","SA_201707","Thalassionema nitzschioides",132
"3696","SA_201707","Thalassiosira nordenskioeldii",11654
"3697","SA_201707","Thalassiosira punctigera",2
"3698","SA_201707","Triparma laevis",60
"3699","SA_201707",NA,326794
"3700","SA_201708","Asterionellopsis guyunusae",199
"3701","SA_201708","Balanus balanus",623
"3702","SA_201708","Bathycoccus prasinos",29222
"3703","SA_201708","Cafeteria roenbergensis",11
"3704","SA_201708","Calanus pacificus",348
"3705","SA_201708","Cancer productus",33
"3706","SA_201708","Centropages abdominalis",12
"3707","SA_201708","Chaetoceros socialis",145
"3708","SA_201708","Chondracanthus exasperatus",97
"3709","SA_201708","Chordariaceae sp. 2 AP-2014",7
"3710","SA_201708","Chrysochromulina sp. CCMP291",23
"3711","SA_201708","Chrysonoma sp. ANIC15",12
"3712","SA_201708","Coscinodiscus wailesii",25
"3713","SA_201708","Cylindrotheca closterium",1849
"3714","SA_201708","Cylindrotheca fusiformis",110
"3715","SA_201708","Cymbomonas tetramitiformis",100
"3716","SA_201708","Dendraster excentricus",14897
"3717","SA_201708","Dictyocha speculum",6480
"3718","SA_201708","Emiliania huxleyi",9136
"3719","SA_201708","Enophrys bison",14
"3720","SA_201708","Grammonema striatula",3
"3721","SA_201708","Gymnodinium sp. NVA/RUS/2008",55
"3722","SA_201708","Haslea ostrearia",213
"3723","SA_201708","Heterocapsa rotundata",538
"3724","SA_201708","Hincksia hincksiae",22
"3725","SA_201708","Homo sapiens",342
"3726","SA_201708","Leptosynapta clarki",15
"3727","SA_201708","Mayamaea permitis",3
"3728","SA_201708","Melosira nummuloides",56
"3729","SA_201708","Membranipora membranacea",46
"3730","SA_201708","Micromonas pusilla",110195
"3731","SA_201708","Minutocellus polymorphus",3202
"3732","SA_201708","Modiolus modiolus",337
"3733","SA_201708","Monocorophium acherusicum",63
"3734","SA_201708","Myrionema balticum",2
"3735","SA_201708","Mytilus trossulus",45
"3736","SA_201708","Navicula cryptocephala",239
"3737","SA_201708","Nereis vexillosa",5
"3738","SA_201708","Nitzschia cf. promare",1300
"3739","SA_201708","Nitzschia longissima",377
"3740","SA_201708","Notophyllum foliosum",107
"3741","SA_201708","Ostrea lurida",4
"3742","SA_201708","Paracalanus sp. C AC-2013",7656
"3743","SA_201708","Phaeocystis antarctica",169
"3744","SA_201708","Phaeocystis globosa",491
"3745","SA_201708","Pinnularia sp. 5 CS-2011",3923
"3746","SA_201708","Platyias quadricornis",666
"3747","SA_201708","Platynereis sp. CMC02",101
"3748","SA_201708","Poteriospumella lacustris",29
"3749","SA_201708","Proboscidactyla flavicirrata",56
"3750","SA_201708","Protoperidinium cf. depressum",23
"3751","SA_201708","Pseudocalanus newmani",4944
"3752","SA_201708","Pseudochattonella farcimen",1376
"3753","SA_201708","Pycnococcus provasolii",17
"3754","SA_201708","Pythium tracheiphilum",197
"3755","SA_201708","Rhizosolenia setigera",448
"3756","SA_201708","Saprolegnia diclina",19
"3757","SA_201708","Sarcodiotheca sp. 2gaudichaudii",22
"3758","SA_201708","Saxidomus gigantea",5
"3759","SA_201708","Sellaphora pupula",40
"3760","SA_201708","Skeletonema japonicum",10858
"3761","SA_201708","Stephanopyxis turris",6
"3762","SA_201708","Thalassionema nitzschioides",380
"3763","SA_201708","Thalassiosira nordenskioeldii",8987
"3764","SA_201708","Triparma laevis",23
"3765","SA_201708",NA,622263
"3766","SA_201709","Asterionellopsis guyunusae",100
"3767","SA_201709","Aurelia labiata",7
"3768","SA_201709","Balanus balanus",3
"3769","SA_201709","Bathycoccus prasinos",18156
"3770","SA_201709","Brachionidae sp. SHYT150702c",22
"3771","SA_201709","Calanus pacificus",440
"3772","SA_201709","Callithamnion corymbosum",3
"3773","SA_201709","Carcinonemertes errans",888
"3774","SA_201709","Caulacanthus ustulatus",239
"3775","SA_201709","Chaetoceros socialis",314
"3776","SA_201709","Chattonella subsalsa",460
"3777","SA_201709","Chordariaceae sp. 2 AP-2014",15
"3778","SA_201709","Chrysochromulina sp. CCMP291",540
"3779","SA_201709","Cliona chilensis",31
"3780","SA_201709","Cylindrotheca closterium",11
"3781","SA_201709","Cymatogaster aggregata",8
"3782","SA_201709","Dictyocha speculum",482
"3783","SA_201709","Ditylum brightwellii",48
"3784","SA_201709","Emiliania huxleyi",2518
"3785","SA_201709","Gracilaria vermiculophylla",70
"3786","SA_201709","Harpacticoida sp. DNZ085",1419
"3787","SA_201709","Hematodinium sp.",10
"3788","SA_201709","Heterocapsa rotundata",21
"3789","SA_201709","Hincksia hincksiae",245
"3790","SA_201709","Homo sapiens",36
"3791","SA_201709","Karlodinium veneficum",17
"3792","SA_201709","Littorina plena",3
"3793","SA_201709","Lottia paradigitalis",18
"3794","SA_201709","Melanothamnus harveyi",19
"3795","SA_201709","Metridia pacifica",43
"3796","SA_201709","Micromonas pusilla",15093
"3797","SA_201709","Minutocellus polymorphus",41052
"3798","SA_201709","Mytilus trossulus",63
"3799","SA_201709","Navicula cryptocephala",157
"3800","SA_201709","Oncorhynchus keta",123
"3801","SA_201709","Ostrea lurida",488
"3802","SA_201709","Paracalanus sp. C AC-2013",5165
"3803","SA_201709","Pedospumella sinomuralis",348
"3804","SA_201709","Phaeocystis antarctica",34
"3805","SA_201709","Phaeocystis globosa",541
"3806","SA_201709","Poteriospumella lacustris",40
"3807","SA_201709","Prasinoderma coloniale",14
"3808","SA_201709","Pseudochattonella farcimen",372
"3809","SA_201709","Pycnococcus provasolii",365
"3810","SA_201709","Pythium tracheiphilum",52
"3811","SA_201709","Rhizosolenia setigera",202
"3812","SA_201709","Saxidomus gigantea",210
"3813","SA_201709","Skeletonema dohrnii",2090
"3814","SA_201709","Thalassionema nitzschioides",71
"3815","SA_201709","Thalassiosira nordenskioeldii",4047
"3816","SA_201709","Thalassiosira punctigera",234
"3817","SA_201709","Triparma laevis",781
"3818","SA_201709",NA,313991
"3819","SA_201711","Asterionellopsis guyunusae",44
"3820","SA_201711","Attheya longicornis",99
"3821","SA_201711","Balanus balanus",9
"3822","SA_201711","Balanus glandula",139
"3823","SA_201711","Bathycoccus prasinos",4558
"3824","SA_201711","Blastocladiella emersonii",7
