"","sample","species","nReads"
"10540","PO_201703F.2","Poteriospumella lacustris",79
"10541","PO_201703F.2","Pyramimonas parkeae",4
"10542","PO_201703F.2","Skeletonema dohrnii",2
"10543","PO_201703F.2","Thalassiosira nordenskioeldii",51
"10544","PO_201703F.2","Triparma laevis",1689
"10545","PO_201703F.2",NA,10097
"10546","PO_201703F.3","Barantolla americana CMC01",5580
"10547","PO_201703F.3","Bathycoccus prasinos",76399
"10548","PO_201703F.3","Centropages abdominalis",5353
"10549","PO_201703F.3","Chaetoceros socialis",94
"10550","PO_201703F.3","Chattonella subsalsa",189
"10551","PO_201703F.3","Chordariaceae sp. 7 AP-2014",60
"10552","PO_201703F.3","Cylindrotheca closterium",14
"10553","PO_201703F.3","Dictyocha speculum",421
"10554","PO_201703F.3","Gracilaria vermiculophylla",12
"10555","PO_201703F.3","Heterocapsa rotundata",77
"10556","PO_201703F.3","Karlodinium veneficum",6
"10557","PO_201703F.3","Melosira nummuloides",21
"10558","PO_201703F.3","Micromonas pusilla",24449
"10559","PO_201703F.3","Minutocellus polymorphus",514
"10560","PO_201703F.3","Navicula cryptocephala",45
"10561","PO_201703F.3","Phaeocystis antarctica",19631
"10562","PO_201703F.3","Poteriospumella lacustris",708
"10563","PO_201703F.3","Pseudochattonella farcimen",35
"10564","PO_201703F.3","Pyramimonas parkeae",59
"10565","PO_201703F.3","Thalassiosira nordenskioeldii",341
"10566","PO_201703F.3","Triparma laevis",8337
"10567","PO_201703F.3",NA,28945
"10568","PO_201705A.1","Attheya longicornis",156
"10569","PO_201705A.1","Bathycoccus prasinos",4
"10570","PO_201705A.1","Centropages abdominalis",24939
"10571","PO_201705A.1","Chaetoceros socialis",734
"10572","PO_201705A.1","Chrysochromulina sp. CCMP291",10
"10573","PO_201705A.1","Cylindrotheca closterium",113
"10574","PO_201705A.1","Dictyocha speculum",87
"10575","PO_201705A.1","Ditylum brightwellii",102
"10576","PO_201705A.1","Dolichomastix tenuilepis",7
"10577","PO_201705A.1","Emiliania huxleyi",82
"10578","PO_201705A.1","Gracilaria vermiculophylla",15
"10579","PO_201705A.1","Macoma nasuta",63
"10580","PO_201705A.1","Micromonas pusilla",835
"10581","PO_201705A.1","Mytilus trossulus",47
"10582","PO_201705A.1","Nitzschia longissima",35
"10583","PO_201705A.1","Paracalanus sp. C AC-2013",10
"10584","PO_201705A.1","Protoperidinium cf. depressum",59
"10585","PO_201705A.1","Pythium tracheiphilum",4
"10586","PO_201705A.1","Saprolegnia diclina",77
"10587","PO_201705A.1","Thalassiosira nordenskioeldii",759
"10588","PO_201705A.1","Thalassiosira punctigera",6
"10589","PO_201705A.1","Triparma laevis",7
"10590","PO_201705A.1",NA,54098
"10591","PO_201705A.2","Attheya longicornis",233
"10592","PO_201705A.2","Bathycoccus prasinos",118
"10593","PO_201705A.2","Centropages abdominalis",14207
"10594","PO_201705A.2","Chaetoceros socialis",1328
"10595","PO_201705A.2","Chrysochromulina sp. CCMP291",23
"10596","PO_201705A.2","Cylindrotheca closterium",229
"10597","PO_201705A.2","Dictyocha speculum",186
"10598","PO_201705A.2","Ditylum brightwellii",234
"10599","PO_201705A.2","Emiliania huxleyi",74
"10600","PO_201705A.2","Gracilaria vermiculophylla",16
"10601","PO_201705A.2","Hypomesus pretiosus",10
"10602","PO_201705A.2","Lichtheimia ramosa",2
"10603","PO_201705A.2","Littorina plena",19
"10604","PO_201705A.2","Macoma nasuta",154
"10605","PO_201705A.2","Micromonas pusilla",1353
"10606","PO_201705A.2","Minutocellus polymorphus",33
"10607","PO_201705A.2","Nitzschia cf. promare",23
"10608","PO_201705A.2","Nuttallia olivacea",8
"10609","PO_201705A.2","Paracalanus sp. C AC-2013",61
"10610","PO_201705A.2","Protoperidinium cf. depressum",69
"10611","PO_201705A.2","Pseudochattonella farcimen",24
"10612","PO_201705A.2","Pythium tracheiphilum",36
"10613","PO_201705A.2","Saprolegnia diclina",42
"10614","PO_201705A.2","Skeletonema japonicum",13
"10615","PO_201705A.2","Thalassiosira nordenskioeldii",1332
"10616","PO_201705A.2","Triparma laevis",10
"10617","PO_201705A.2",NA,36521
"10618","PO_201705A.3","Attheya longicornis",78
"10619","PO_201705A.3","Centropages abdominalis",20307
"10620","PO_201705A.3","Chaetoceros socialis",788
"10621","PO_201705A.3","Citharichthys sordidus",14
"10622","PO_201705A.3","Cylindrotheca closterium",42
"10623","PO_201705A.3","Dictyocha speculum",52
"10624","PO_201705A.3","Ditylum brightwellii",83
"10625","PO_201705A.3","Gracilaria vermiculophylla",6
"10626","PO_201705A.3","Macoma nasuta",73
"10627","PO_201705A.3","Micromonas pusilla",1305
"10628","PO_201705A.3","Minutocellus polymorphus",2
"10629","PO_201705A.3","Nitzschia longissima",4
"10630","PO_201705A.3","Paracalanus sp. C AC-2013",23
"10631","PO_201705A.3","Protoperidinium cf. depressum",55
"10632","PO_201705A.3","Saprolegnia diclina",20
"10633","PO_201705A.3","Thalassiosira nordenskioeldii",1281
"10634","PO_201705A.3","Triparma laevis",16
"10635","PO_201705A.3",NA,39803
"10636","PO_201705B.1","Attheya longicornis",10
"10637","PO_201705B.1","Bathycoccus prasinos",35
"10638","PO_201705B.1","Brachionidae sp. SHYT150702c",38
"10639","PO_201705B.1","Centropages abdominalis",26288
"10640","PO_201705B.1","Chaetoceros socialis",731
"10641","PO_201705B.1","Chrysochromulina sp. CCMP291",45
"10642","PO_201705B.1","Chthamalus dalli",173
"10643","PO_201705B.1","Cylindrotheca closterium",47
"10644","PO_201705B.1","Dictyocha speculum",32
"10645","PO_201705B.1","Ditylum brightwellii",103
"10646","PO_201705B.1","Micromonas pusilla",493
"10647","PO_201705B.1","Minutocellus polymorphus",43
"10648","PO_201705B.1","Mytilus trossulus",11
"10649","PO_201705B.1","Paracalanus sp. C AC-2013",27
"10650","PO_201705B.1","Protoperidinium cf. depressum",52
"10651","PO_201705B.1","Saprolegnia diclina",31
"10652","PO_201705B.1","Thalassiosira nordenskioeldii",412
"10653","PO_201705B.1",NA,31843
"10654","PO_201705B.2","Attheya longicornis",36
"10655","PO_201705B.2","Brachionidae sp. SHYT150702c",6
"10656","PO_201705B.2","Centropages abdominalis",17600
"10657","PO_201705B.2","Chaetoceros socialis",605
"10658","PO_201705B.2","Chthamalus dalli",198
"10659","PO_201705B.2","Dictyocha speculum",15
"10660","PO_201705B.2","Ditylum brightwellii",27
"10661","PO_201705B.2","Micromonas pusilla",771
"10662","PO_201705B.2","Mytilus trossulus",6
"10663","PO_201705B.2","Paracalanus sp. C AC-2013",6
"10664","PO_201705B.2","Protoperidinium cf. depressum",13
"10665","PO_201705B.2","Saprolegnia diclina",16
"10666","PO_201705B.2","Thalassiosira nordenskioeldii",336
"10667","PO_201705B.2",NA,30501
"10668","PO_201705B.3","Albugo candida",14
"10669","PO_201705B.3","Attheya longicornis",325
"10670","PO_201705B.3","Brachionidae sp. SHYT150702c",52
"10671","PO_201705B.3","Centropages abdominalis",22100
"10672","PO_201705B.3","Chaetoceros socialis",1455
"10673","PO_201705B.3","Chrysochromulina sp. CCMP291",241
"10674","PO_201705B.3","Cylindrotheca closterium",277
"10675","PO_201705B.3","Dictyocha speculum",243
"10676","PO_201705B.3","Ditylum brightwellii",219
"10677","PO_201705B.3","Lichtheimia ramosa",4
"10678","PO_201705B.3","Micromonas pusilla",1663
"10679","PO_201705B.3","Mytilus trossulus",29
"10680","PO_201705B.3","Nitzschia cf. promare",15
"10681","PO_201705B.3","Paracalanus sp. C AC-2013",73
"10682","PO_201705B.3","Protoperidinium cf. depressum",107
"10683","PO_201705B.3","Pythium tracheiphilum",11
"10684","PO_201705B.3","Saprolegnia diclina",83
"10685","PO_201705B.3","Skeletonema japonicum",3
"10686","PO_201705B.3","Thalassiosira nordenskioeldii",1565
"10687","PO_201705B.3",NA,45440
"10688","PO_201705C.1","Acartia longiremis",236
"10689","PO_201705C.1","Aequorea sp. MW-2012",5
"10690","PO_201705C.1","Attheya longicornis",63
"10691","PO_201705C.1","Calanus pacificus",75
"10692","PO_201705C.1","Centropages abdominalis",23008
"10693","PO_201705C.1","Chaetoceros socialis",724
"10694","PO_201705C.1","Chrysochromulina sp. CCMP291",18
"10695","PO_201705C.1","Citharichthys sordidus",12
"10696","PO_201705C.1","Cylindrotheca closterium",23
"10697","PO_201705C.1","Dictyocha speculum",50
"10698","PO_201705C.1","Ditylum brightwellii",43
"10699","PO_201705C.1","Micromonas pusilla",1109
"10700","PO_201705C.1","Protoperidinium cf. depressum",18
"10701","PO_201705C.1","Saprolegnia diclina",23
"10702","PO_201705C.1","Thalassiosira nordenskioeldii",812
"10703","PO_201705C.1","Triparma laevis",4
"10704","PO_201705C.1",NA,34316
"10705","PO_201705C.2","Acartia longiremis",54
"10706","PO_201705C.2","Attheya longicornis",35
"10707","PO_201705C.2","Bathycoccus prasinos",3
"10708","PO_201705C.2","Calanus pacificus",59
"10709","PO_201705C.2","Centropages abdominalis",22305
"10710","PO_201705C.2","Chaetoceros socialis",665
"10711","PO_201705C.2","Chrysochromulina sp. CCMP291",14
"10712","PO_201705C.2","Cylindrotheca closterium",22
"10713","PO_201705C.2","Dendraster excentricus",11
"10714","PO_201705C.2","Dictyocha speculum",44
"10715","PO_201705C.2","Ditylum brightwellii",61
"10716","PO_201705C.2","Micromonas pusilla",1112
"10717","PO_201705C.2","Minutocellus polymorphus",9
"10718","PO_201705C.2","Paracalanus sp. C AC-2013",9
"10719","PO_201705C.2","Protoperidinium cf. depressum",8
"10720","PO_201705C.2","Saprolegnia diclina",23
"10721","PO_201705C.2","Thalassiosira nordenskioeldii",1266
"10722","PO_201705C.2","Triparma laevis",5
"10723","PO_201705C.2",NA,40539
"10724","PO_201705C.3","Acartia longiremis",48
"10725","PO_201705C.3","Attheya longicornis",12
"10726","PO_201705C.3","Calanus pacificus",41
"10727","PO_201705C.3","Centropages abdominalis",14258
"10728","PO_201705C.3","Chaetoceros socialis",392
"10729","PO_201705C.3","Citharichthys sordidus",3
"10730","PO_201705C.3","Cylindrotheca closterium",11
"10731","PO_201705C.3","Dictyocha speculum",4
"10732","PO_201705C.3","Ditylum brightwellii",12
"10733","PO_201705C.3","Micromonas pusilla",729
"10734","PO_201705C.3","Saprolegnia diclina",9
"10735","PO_201705C.3","Skeletonema japonicum",5
"10736","PO_201705C.3","Thalassiosira nordenskioeldii",591
"10737","PO_201705C.3",NA,25950
"10738","PO_201706A.1","Bathycoccus prasinos",1676
"10739","PO_201706A.1","Blastocladiella emersonii",43
"10740","PO_201706A.1","Calanus pacificus",342
"10741","PO_201706A.1","Chrysochromulina sp. CCMP291",8
"10742","PO_201706A.1","Cylindrotheca closterium",204
"10743","PO_201706A.1","Cymbomonas tetramitiformis",109
"10744","PO_201706A.1","Dendraster excentricus",3559
"10745","PO_201706A.1","Ditylum brightwellii",10
"10746","PO_201706A.1","Emiliania huxleyi",4665
"10747","PO_201706A.1","Micromonas pusilla",2882
"10748","PO_201706A.1","Minutocellus polymorphus",1478
"10749","PO_201706A.1","Nuttallia olivacea",13
"10750","PO_201706A.1","Paracalanus sp. C AC-2013",19
"10751","PO_201706A.1","Poteriospumella lacustris",118
"10752","PO_201706A.1","Pseudochattonella farcimen",1337
"10753","PO_201706A.1","Pythium sp. CAL-2011c",45
"10754","PO_201706A.1","Pythium tracheiphilum",323
"10755","PO_201706A.1","Rhizosolenia setigera",2379
"10756","PO_201706A.1","Skeletonema dohrnii",4418
"10757","PO_201706A.1","Thalassiosira nordenskioeldii",940
"10758","PO_201706A.1","Triparma laevis",1083
"10759","PO_201706A.1",NA,65247
"10760","PO_201706A.2","Aequorea sp. MW-2012",360
"10761","PO_201706A.2","Asterionellopsis guyunusae",7
"10762","PO_201706A.2","Bathycoccus prasinos",2518
"10763","PO_201706A.2","Blastocladiella emersonii",13
"10764","PO_201706A.2","Calanus pacificus",784
"10765","PO_201706A.2","Chrysochromulina sp. CCMP291",61
"10766","PO_201706A.2","Cymbomonas tetramitiformis",88
"10767","PO_201706A.2","Dolichomastix tenuilepis",190
"10768","PO_201706A.2","Emiliania huxleyi",2433
"10769","PO_201706A.2","Haramonas dimorpha",39
"10770","PO_201706A.2","Micromonas pusilla",2498
"10771","PO_201706A.2","Minutocellus polymorphus",158
"10772","PO_201706A.2","Navicula sp. BOLD:AAO6951",65
"10773","PO_201706A.2","Nuttallia olivacea",37
"10774","PO_201706A.2","Paracalanus sp. C AC-2013",52
"10775","PO_201706A.2","Pseudochattonella farcimen",131
"10776","PO_201706A.2","Pythium tracheiphilum",94
"10777","PO_201706A.2","Rhizosolenia setigera",2570
"10778","PO_201706A.2","Skeletonema dohrnii",3448
"10779","PO_201706A.2","Thalassiosira nordenskioeldii",668
"10780","PO_201706A.2",NA,46883
"10781","PO_201706A.3","Bathycoccus prasinos",4598
"10782","PO_201706A.3","Chrysochromulina sp. CCMP291",21
"10783","PO_201706A.3","Cymbomonas tetramitiformis",66
"10784","PO_201706A.3","Emiliania huxleyi",1889
"10785","PO_201706A.3","Littorina plena",3
"10786","PO_201706A.3","Micromonas pusilla",1218
"10787","PO_201706A.3","Paracalanus sp. C AC-2013",34
"10788","PO_201706A.3","Phaeocystis antarctica",608
"10789","PO_201706A.3","Pseudochattonella farcimen",1655
"10790","PO_201706A.3","Rhizosolenia setigera",1721
"10791","PO_201706A.3","Skeletonema dohrnii",2340
"10792","PO_201706A.3","Triparma laevis",50
"10793","PO_201706A.3",NA,32591
"10794","PO_201706B.1","Aequorea sp. MW-2012",67
"10795","PO_201706B.1","Bathycoccus prasinos",1531
"10796","PO_201706B.1","Blastocladiella emersonii",21
"10797","PO_201706B.1","Calanus pacificus",40
"10798","PO_201706B.1","Chattonella subsalsa",45
"10799","PO_201706B.1","Chrysochromulina sp. CCMP291",45
"10800","PO_201706B.1","Cylindrotheca closterium",1116
"10801","PO_201706B.1","Cymatogaster aggregata",105
"10802","PO_201706B.1","Cymbomonas tetramitiformis",86
"10803","PO_201706B.1","Ditylum brightwellii",31
"10804","PO_201706B.1","Emiliania huxleyi",2123
"10805","PO_201706B.1","Haramonas dimorpha",51
"10806","PO_201706B.1","Leitoscoloplos pugettensis CMC01",369
"10807","PO_201706B.1","Micromonas pusilla",3153
"10808","PO_201706B.1","Minutocellus polymorphus",1624
"10809","PO_201706B.1","Myrionema balticum",5
"10810","PO_201706B.1","Navicula cryptocephala",38
"10811","PO_201706B.1","Nitzschia longissima",32
"10812","PO_201706B.1","Nitzschia palea",15
"10813","PO_201706B.1","Nuttallia olivacea",28
"10814","PO_201706B.1","Paracalanus sp. C AC-2013",123
"10815","PO_201706B.1","Pedospumella sinomuralis",3
"10816","PO_201706B.1","Poteriospumella lacustris",44
"10817","PO_201706B.1","Prasinoderma coloniale",258
"10818","PO_201706B.1","Pseudochattonella farcimen",2497
"10819","PO_201706B.1","Pythium tracheiphilum",20
"10820","PO_201706B.1","Rhizosolenia setigera",3956
"10821","PO_201706B.1","Skeletonema dohrnii",6137
"10822","PO_201706B.1","Thalassiosira nordenskioeldii",1127
"10823","PO_201706B.1","Triparma laevis",649
"10824","PO_201706B.1",NA,62427
"10825","PO_201706B.2","Asterionellopsis guyunusae",72
"10826","PO_201706B.2","Bathycoccus prasinos",5397
"10827","PO_201706B.2","Blastocladiella emersonii",40
"10828","PO_201706B.2","Chaetoceros socialis",65
"10829","PO_201706B.2","Chattonella subsalsa",175
"10830","PO_201706B.2","Chrysochromulina sp. CCMP291",16
"10831","PO_201706B.2","Cylindrotheca closterium",1299
"10832","PO_201706B.2","Emiliania huxleyi",596
"10833","PO_201706B.2","Mayamaea permitis",6
"10834","PO_201706B.2","Micromonas pusilla",5423
"10835","PO_201706B.2","Minutocellus polymorphus",1451
"10836","PO_201706B.2","Nitzschia cf. promare",126
"10837","PO_201706B.2","Paracalanus sp. C AC-2013",151
"10838","PO_201706B.2","Pedospumella sinomuralis",14
"10839","PO_201706B.2","Phaeocystis antarctica",740
"10840","PO_201706B.2","Poteriospumella lacustris",309
"10841","PO_201706B.2","Prasinoderma coloniale",4693
"10842","PO_201706B.2","Protoperidinium cf. depressum",167
"10843","PO_201706B.2","Pseudochattonella farcimen",1568
"10844","PO_201706B.2","Pythium tracheiphilum",201
"10845","PO_201706B.2","Rhizosolenia setigera",4732
"10846","PO_201706B.2","Skeletonema dohrnii",6150
"10847","PO_201706B.2","Thalassiosira nordenskioeldii",2563
"10848","PO_201706B.2","Triparma laevis",2039
"10849","PO_201706B.2",NA,78710
"10850","PO_201706B.3","Bathycoccus prasinos",240
"10851","PO_201706B.3","Chaetoceros socialis",17
"10852","PO_201706B.3","Chordariaceae sp. 7 AP-2014",27
"10853","PO_201706B.3","Chrysochromulina sp. CCMP291",74
"10854","PO_201706B.3","Cylindrotheca closterium",418
"10855","PO_201706B.3","Emiliania huxleyi",3003
"10856","PO_201706B.3","Gracilaria vermiculophylla",20
"10857","PO_201706B.3","Haramonas dimorpha",24
"10858","PO_201706B.3","Micromonas pusilla",2103
"10859","PO_201706B.3","Minutocellus polymorphus",473
"10860","PO_201706B.3","Navicula cryptocephala",6
"10861","PO_201706B.3","Paracalanus sp. C AC-2013",61
"10862","PO_201706B.3","Poteriospumella lacustris",15
"10863","PO_201706B.3","Prasinoderma coloniale",1369
"10864","PO_201706B.3","Pseudochattonella farcimen",1841
"10865","PO_201706B.3","Pythium tracheiphilum",126
"10866","PO_201706B.3","Rhizosolenia setigera",3020
"10867","PO_201706B.3","Saprolegnia diclina",35
"10868","PO_201706B.3","Skeletonema dohrnii",5563
"10869","PO_201706B.3","Thalassiosira nordenskioeldii",975
"10870","PO_201706B.3",NA,58761
"10871","PO_201706C.1","Aequorea sp. MW-2012",74
"10872","PO_201706C.1","Albugo candida",14
"10873","PO_201706C.1","Asterionellopsis guyunusae",4
"10874","PO_201706C.1","Bathycoccus prasinos",2799
"10875","PO_201706C.1","Blastocladiella emersonii",40
"10876","PO_201706C.1","Chaetoceros socialis",24
"10877","PO_201706C.1","Chaetoceros sp. MBTD-CMFRI-S062",4
"10878","PO_201706C.1","Chattonella subsalsa",89
"10879","PO_201706C.1","Chrysochromulina sp. CCMP291",138
"10880","PO_201706C.1","Cylindrotheca closterium",473
"10881","PO_201706C.1","Cymbomonas tetramitiformis",117
"10882","PO_201706C.1","Dolichomastix tenuilepis",13
"10883","PO_201706C.1","Emiliania huxleyi",1298
"10884","PO_201706C.1","Fucus distichus",4
"10885","PO_201706C.1","Gracilaria vermiculophylla",25
"10886","PO_201706C.1","Haramonas dimorpha",124
"10887","PO_201706C.1","Lichtheimia ramosa",5
"10888","PO_201706C.1","Mayamaea permitis",10
"10889","PO_201706C.1","Micromonas pusilla",4636
"10890","PO_201706C.1","Minutocellus polymorphus",1407
"10891","PO_201706C.1","Musculista senhousia",14
"10892","PO_201706C.1","Mytilus trossulus",51
"10893","PO_201706C.1","Navicula cryptocephala",57
"10894","PO_201706C.1","Nitzschia cf. promare",9
"10895","PO_201706C.1","Nuttallia olivacea",280
"10896","PO_201706C.1","Paracalanus sp. C AC-2013",76
"10897","PO_201706C.1","Parvamoeba rugata",3
"10898","PO_201706C.1","Pedospumella sinomuralis",16
"10899","PO_201706C.1","Phaeocystis antarctica",15
"10900","PO_201706C.1","Poteriospumella lacustris",89
"10901","PO_201706C.1","Prasinoderma coloniale",1584
"10902","PO_201706C.1","Pseudochattonella farcimen",2087
"10903","PO_201706C.1","Pythium tracheiphilum",243
"10904","PO_201706C.1","Rhizosolenia setigera",11454
"10905","PO_201706C.1","Saprolegnia diclina",8
"10906","PO_201706C.1","Skeletonema dohrnii",5113
"10907","PO_201706C.1","Thalassionema nitzschioides",14
"10908","PO_201706C.1","Thalassiosira nordenskioeldii",1150
"10909","PO_201706C.1","Thecamonas trahens",3
"10910","PO_201706C.1","Triparma laevis",239
"10911","PO_201706C.1",NA,91583
"10912","PO_201706C.2","Albugo candida",4
"10913","PO_201706C.2","Asterionellopsis guyunusae",42
