sample,bio,tech,species,nReads
PO_201707,B,3,Cymbomonas tetramitiformis,10
PO_201707,B,3,Emiliania huxleyi,30308
PO_201707,B,3,Harpacticoida sp. DNZ085,25
PO_201707,B,3,Leucocryptos marina,13
PO_201707,B,3,Lichtheimia ramosa,23
PO_201707,B,3,Micromonas pusilla,10919
PO_201707,B,3,Minutocellus polymorphus,19881
PO_201707,B,3,Ostrea lurida,6414
PO_201707,B,3,Paracalanus sp. C AC-2013,9
PO_201707,B,3,Prasinoderma coloniale,27
PO_201707,B,3,Ruditapes philippinarum,231
PO_201707,B,3,Thalassiosira nordenskioeldii,47
PO_201707,B,3,Triparma laevis,8
PO_201707,B,3,NA,34260
PO_201707,C,1,Bathycoccus prasinos,6502
PO_201707,C,1,Crassostrea gigas,4
PO_201707,C,1,Cylindrotheca closterium,32
PO_201707,C,1,Emiliania huxleyi,23447
PO_201707,C,1,Gracilaria vermiculophylla,7
PO_201707,C,1,Leucocryptos marina,6
PO_201707,C,1,Lichtheimia ramosa,13
PO_201707,C,1,Littorina plena,3
PO_201707,C,1,Micromonas pusilla,7849
PO_201707,C,1,Minutocellus polymorphus,15613
PO_201707,C,1,Ostrea lurida,1972
PO_201707,C,1,Paracalanus sp. C AC-2013,12
PO_201707,C,1,Poteriospumella lacustris,10
PO_201707,C,1,Ruditapes philippinarum,62
PO_201707,C,1,Thalassiosira nordenskioeldii,3
PO_201707,C,1,Triparma laevis,32
PO_201707,C,1,NA,24671
PO_201707,C,2,Bathycoccus prasinos,20031
PO_201707,C,2,Crassostrea gigas,25
PO_201707,C,2,Cylindrotheca closterium,182
PO_201707,C,2,Emiliania huxleyi,67203
PO_201707,C,2,Leucocryptos marina,11
PO_201707,C,2,Littorina plena,4
PO_201707,C,2,Littorina scutulata,27
PO_201707,C,2,Micromonas pusilla,22288
PO_201707,C,2,Minutocellus polymorphus,48385
PO_201707,C,2,Obelia bidentata,7
PO_201707,C,2,Ostrea lurida,4915
PO_201707,C,2,Paracalanus sp. C AC-2013,34
PO_201707,C,2,Poteriospumella lacustris,7
PO_201707,C,2,Pseudochattonella farcimen,16
PO_201707,C,2,Rhizosolenia setigera,2
PO_201707,C,2,Ruditapes philippinarum,119
PO_201707,C,2,Thalassiosira nordenskioeldii,32
PO_201707,C,2,Triparma laevis,55
PO_201707,C,2,NA,79597
PO_201707,C,3,Balanus glandula,4
PO_201707,C,3,Bathycoccus prasinos,8752
PO_201707,C,3,Crassostrea gigas,17
PO_201707,C,3,Cylindrotheca closterium,49
PO_201707,C,3,Emiliania huxleyi,41986
PO_201707,C,3,Homo sapiens,17
PO_201707,C,3,Micromonas pusilla,11797
PO_201707,C,3,Minutocellus polymorphus,24151
PO_201707,C,3,Monocorophium acherusicum,16
PO_201707,C,3,Ostrea lurida,1193
PO_201707,C,3,Pseudochattonella farcimen,26
PO_201707,C,3,Ruditapes philippinarum,101
PO_201707,C,3,Thalassiosira nordenskioeldii,31
PO_201707,C,3,Triparma laevis,6
PO_201707,C,3,NA,37253
PO_201708,A,1,Balanus glandula,13
PO_201708,A,1,Bathycoccus prasinos,27076
PO_201708,A,1,Botrylloides violaceus,179
PO_201708,A,1,Cliona chilensis,64
PO_201708,A,1,Cylindrotheca closterium,21
PO_201708,A,1,Cymbomonas tetramitiformis,160
PO_201708,A,1,Emiliania huxleyi,11645
PO_201708,A,1,Haramonas dimorpha,8
PO_201708,A,1,Harpacticoida sp. DNZ085,1412
PO_201708,A,1,Hemipodia simplex,426
PO_201708,A,1,Heterocapsa rotundata,145
PO_201708,A,1,Heterosigma akashiwo,98
PO_201708,A,1,Homo sapiens,91
PO_201708,A,1,Lomentaria hakodatensis,9
PO_201708,A,1,Micromonas pusilla,70762
PO_201708,A,1,Minutocellus polymorphus,2618
PO_201708,A,1,Navicula cryptocephala,6
PO_201708,A,1,Ostrea lurida,326
PO_201708,A,1,Paracalanus sp. C AC-2013,7191
PO_201708,A,1,Poteriospumella lacustris,71
PO_201708,A,1,Prasinoderma coloniale,281
PO_201708,A,1,Pseudochattonella farcimen,1475
PO_201708,A,1,Pycnococcus provasolii,9
PO_201708,A,1,Rhizosolenia setigera,12
PO_201708,A,1,Saprolegnia diclina,75
PO_201708,A,1,Sarcodiotheca sp. 2gaudichaudii,9
PO_201708,A,1,Saxidomus gigantea,3
PO_201708,A,1,Thalassionema nitzschioides,13
PO_201708,A,1,Thalassiosira nordenskioeldii,12
PO_201708,A,1,Thalassiosira punctigera,57
PO_201708,A,1,Triparma laevis,10
PO_201708,A,1,NA,223739
PO_201708,A,2,Bathycoccus prasinos,11374
PO_201708,A,2,Botrylloides violaceus,47
PO_201708,A,2,Cylindrotheca closterium,110
PO_201708,A,2,Dolichomastix tenuilepis,8
PO_201708,A,2,Emiliania huxleyi,1932
PO_201708,A,2,Gallus gallus,14
PO_201708,A,2,Gracilaria vermiculophylla,14
PO_201708,A,2,Harpacticoida sp. DNZ085,69
PO_201708,A,2,Hemipodia simplex,845
PO_201708,A,2,Heterocapsa rotundata,100
PO_201708,A,2,Micromonas pusilla,30297
PO_201708,A,2,Minutocellus polymorphus,712
PO_201708,A,2,Paracalanus sp. C AC-2013,2183
PO_201708,A,2,Pseudochattonella farcimen,414
PO_201708,A,2,Sarcodiotheca sp. 2gaudichaudii,4
PO_201708,A,2,Thalassiosira punctigera,16
PO_201708,A,2,NA,81471
PO_201708,A,3,Balanus balanus,3
PO_201708,A,3,Bathycoccus prasinos,6572
PO_201708,A,3,Emiliania huxleyi,1190
PO_201708,A,3,Harpacticoida sp. DNZ085,6
PO_201708,A,3,Hemipodia simplex,352
PO_201708,A,3,Heterocapsa rotundata,56
PO_201708,A,3,Micromonas pusilla,19162
PO_201708,A,3,Minutocellus polymorphus,333
PO_201708,A,3,Ostrea lurida,7
PO_201708,A,3,Paracalanus sp. C AC-2013,1616
PO_201708,A,3,Porichthys notatus,30
PO_201708,A,3,Poteriospumella lacustris,10
PO_201708,A,3,Pseudochattonella farcimen,361
PO_201708,A,3,Saprolegnia diclina,4
PO_201708,A,3,Sarcodiotheca sp. 2gaudichaudii,10
PO_201708,A,3,Thalassiosira punctigera,16
PO_201708,A,3,NA,53837
PO_201708,B,1,Bathycoccus prasinos,6622
PO_201708,B,1,Botrylloides violaceus,85
PO_201708,B,1,Caulacanthus ustulatus,21
PO_201708,B,1,Chordariaceae sp. 2 AP-2014,45
PO_201708,B,1,Cliona chilensis,37
PO_201708,B,1,Cylindrotheca closterium,180
PO_201708,B,1,Emiliania huxleyi,3229
PO_201708,B,1,Halichondria panicea,17
PO_201708,B,1,Harpacticoida sp. DNZ085,2522
PO_201708,B,1,Hematodinium sp.,3
PO_201708,B,1,Heterocapsa rotundata,10
PO_201708,B,1,Micromonas pusilla,17562
PO_201708,B,1,Minutocellus polymorphus,1430
PO_201708,B,1,Navicula cryptocephala,8
PO_201708,B,1,Paracalanus sp. C AC-2013,73
PO_201708,B,1,Podosira stelligera,44
PO_201708,B,1,Poteriospumella lacustris,35
PO_201708,B,1,Prasinoderma coloniale,213
PO_201708,B,1,Pseudochattonella farcimen,1297
PO_201708,B,1,Pythium sp. CAL-2011c,20
PO_201708,B,1,Rhizosolenia setigera,28
PO_201708,B,1,Skeletonema japonicum,13
PO_201708,B,1,Thalassionema nitzschioides,12
PO_201708,B,1,Thalassiosira punctigera,25
PO_201708,B,1,Triparma laevis,205
PO_201708,B,1,NA,60027
PO_201708,B,2,Bathycoccus prasinos,8999
PO_201708,B,2,Botrylloides violaceus,17
PO_201708,B,2,Caulacanthus ustulatus,47
PO_201708,B,2,Cliona chilensis,6
PO_201708,B,2,Cylindrotheca closterium,91
PO_201708,B,2,Emiliania huxleyi,2793
PO_201708,B,2,Halichondria panicea,35
PO_201708,B,2,Harpacticoida sp. DNZ085,3275
PO_201708,B,2,Micromonas pusilla,24714
PO_201708,B,2,Minutocellus polymorphus,1204
PO_201708,B,2,Ostrea lurida,1505
PO_201708,B,2,Paracalanus sp. C AC-2013,33
PO_201708,B,2,Phaeocystis antarctica,11
PO_201708,B,2,Poteriospumella lacustris,13
PO_201708,B,2,Pseudochattonella farcimen,727
PO_201708,B,2,Saprolegnia diclina,48
PO_201708,B,2,Sarcodiotheca sp. 2gaudichaudii,16
PO_201708,B,2,NA,50541
PO_201708,B,3,Bathycoccus prasinos,9532
PO_201708,B,3,Botrylloides violaceus,119
PO_201708,B,3,Chrysochromulina sp. CCMP291,17
PO_201708,B,3,Emiliania huxleyi,3489
PO_201708,B,3,Harpacticoida sp. DNZ085,1187
PO_201708,B,3,Micromonas pusilla,26652
PO_201708,B,3,Minutocellus polymorphus,1602
PO_201708,B,3,Navicula cryptocephala,38
PO_201708,B,3,Paracalanus sp. C AC-2013,32
PO_201708,B,3,Podosira stelligera,19
PO_201708,B,3,Poteriospumella lacustris,5
PO_201708,B,3,Prasinoderma coloniale,632
PO_201708,B,3,Pseudochattonella farcimen,670
PO_201708,B,3,Rhinogobiops nicholsii,105
PO_201708,B,3,Skeletonema dohrnii,6
PO_201708,B,3,Thalassiosira punctigera,7
PO_201708,B,3,NA,56651
PO_201708,C,1,Bathycoccus prasinos,10079
PO_201708,C,1,Botrylloides violaceus,3
PO_201708,C,1,Caulacanthus ustulatus,189
PO_201708,C,1,Emiliania huxleyi,472
PO_201708,C,1,Gelidiophycus freshwateri,125
PO_201708,C,1,Halichondria panicea,19
PO_201708,C,1,Harpacticoida sp. DNZ085,173
PO_201708,C,1,Hemigrapsus oregonensis,16
PO_201708,C,1,Heterocapsa rotundata,47
PO_201708,C,1,Homo sapiens,9
PO_201708,C,1,Micromonas pusilla,31775
PO_201708,C,1,Minutocellus polymorphus,593
PO_201708,C,1,Ostrea lurida,647
PO_201708,C,1,Paracalanus sp. C AC-2013,1834
PO_201708,C,1,Podosira stelligera,12
PO_201708,C,1,Pseudochattonella farcimen,443
PO_201708,C,1,NA,47693
PO_201708,C,2,Bathycoccus prasinos,7327
PO_201708,C,2,Caulacanthus ustulatus,47
PO_201708,C,2,Cylindrotheca closterium,271
PO_201708,C,2,Cymbomonas tetramitiformis,7
PO_201708,C,2,Emiliania huxleyi,751
PO_201708,C,2,Gelidiophycus freshwateri,58
PO_201708,C,2,Harpacticoida sp. DNZ085,1194
PO_201708,C,2,Hemigrapsus oregonensis,13
PO_201708,C,2,Heterocapsa rotundata,3
PO_201708,C,2,Homo sapiens,54
PO_201708,C,2,Micromonas pusilla,25414
PO_201708,C,2,Minutocellus polymorphus,664
PO_201708,C,2,Navicula cryptocephala,17
PO_201708,C,2,Ostrea lurida,727
PO_201708,C,2,Paracalanus sp. C AC-2013,1731
PO_201708,C,2,Pseudochattonella farcimen,181
PO_201708,C,2,Rhinogobiops nicholsii,25
PO_201708,C,2,NA,47277
PO_201708,C,3,Bathycoccus prasinos,7767
PO_201708,C,3,Caulacanthus ustulatus,165
PO_201708,C,3,Crassostrea gigas,3
PO_201708,C,3,Cylindrotheca closterium,109
PO_201708,C,3,Emiliania huxleyi,126
PO_201708,C,3,Gelidiophycus freshwateri,114
PO_201708,C,3,Gracilaria vermiculophylla,63
PO_201708,C,3,Halichondria panicea,7
PO_201708,C,3,Harpacticoida sp. DNZ085,479
PO_201708,C,3,Hemigrapsus oregonensis,9
PO_201708,C,3,Heterocapsa rotundata,14
PO_201708,C,3,Micromonas pusilla,27351
PO_201708,C,3,Minutocellus polymorphus,704
PO_201708,C,3,Monocorophium acherusicum,29
PO_201708,C,3,Navicula cryptocephala,16
PO_201708,C,3,Ostrea lurida,235
PO_201708,C,3,Paracalanus sp. C AC-2013,1782
PO_201708,C,3,Podosira stelligera,45
PO_201708,C,3,Poteriospumella lacustris,4
PO_201708,C,3,Pseudochattonella farcimen,215
PO_201708,C,3,Thalassiosira nordenskioeldii,4
PO_201708,C,3,Thalassiosira punctigera,79
PO_201708,C,3,NA,49767
PO_201709,A,1,Asterionellopsis guyunusae,106
PO_201709,A,1,Bathycoccus prasinos,1164
PO_201709,A,1,Calanus pacificus,607
PO_201709,A,1,Chaetoceros socialis,1468
PO_201709,A,1,Chrysochromulina sp. CCMP291,303
PO_201709,A,1,Crassostrea gigas,19
PO_201709,A,1,Emiliania huxleyi,44
PO_201709,A,1,Micromonas pusilla,1729
PO_201709,A,1,Minutocellus polymorphus,1290
PO_201709,A,1,Phaeocystis globosa,65
PO_201709,A,1,Phytophthora multivora,24
PO_201709,A,1,Saxidomus gigantea,540
PO_201709,A,1,Skeletonema dohrnii,2276
PO_201709,A,1,Thalassiosira nordenskioeldii,1069
PO_201709,A,1,Triparma laevis,210
PO_201709,A,1,NA,44992
PO_201709,A,2,Asterionellopsis guyunusae,38
PO_201709,A,2,Bathycoccus prasinos,1595
PO_201709,A,2,Calanus pacificus,338
PO_201709,A,2,Chaetoceros socialis,313
PO_201709,A,2,Chrysochromulina sp. CCMP291,412
PO_201709,A,2,Cymbomonas tetramitiformis,5
PO_201709,A,2,Dictyocha speculum,1402
PO_201709,A,2,Dolichomastix tenuilepis,4
PO_201709,A,2,Emiliania huxleyi,770
PO_201709,A,2,Gracilaria vermiculophylla,813
PO_201709,A,2,Haptoglossa sp. DM2 4/12,16
PO_201709,A,2,Micromonas pusilla,2650
PO_201709,A,2,Minutocellus polymorphus,9389
PO_201709,A,2,Pedospumella sinomuralis,26
PO_201709,A,2,Phaeocystis globosa,353
PO_201709,A,2,Pseudochattonella farcimen,458
PO_201709,A,2,Pythium pachycaule,14
PO_201709,A,2,Pythium tracheiphilum,24
PO_201709,A,2,Skeletonema dohrnii,4210
PO_201709,A,2,Thalassiosira nordenskioeldii,614
PO_201709,A,2,Triparma laevis,190
PO_201709,A,2,NA,75996
PO_201709,A,3,Asterionellopsis guyunusae,249
PO_201709,A,3,Bathycoccus prasinos,617
PO_201709,A,3,Calanus pacificus,35
PO_201709,A,3,Chaetoceros socialis,821
PO_201709,A,3,Chrysochromulina sp. CCMP291,31
PO_201709,A,3,Crassostrea gigas,5
PO_201709,A,3,Dictyocha speculum,283
PO_201709,A,3,Haptoglossa sp. DM2 4/12,11
PO_201709,A,3,Homo sapiens,59
PO_201709,A,3,Micromonas pusilla,1803
PO_201709,A,3,Minutocellus polymorphus,4227
PO_201709,A,3,Nitzschia palea,124
PO_201709,A,3,Pedospumella sinomuralis,22
PO_201709,A,3,Phaeocystis globosa,143
PO_201709,A,3,Phytophthora multivora,113
PO_201709,A,3,Pythium pachycaule,59
PO_201709,A,3,Pythium tracheiphilum,301
PO_201709,A,3,Skeletonema dohrnii,3710
PO_201709,A,3,Thalassiosira nordenskioeldii,973
PO_201709,A,3,Triparma laevis,466
PO_201709,A,3,NA,39516
PO_201709,B,1,Asterionellopsis guyunusae,478
PO_201709,B,1,Bathycoccus prasinos,736
PO_201709,B,1,Brachionidae sp. SHYT150702c,51
PO_201709,B,1,Calanus pacificus,53
PO_201709,B,1,Chaetoceros socialis,596
PO_201709,B,1,Chattonella subsalsa,15
PO_201709,B,1,Chrysochromulina sp. CCMP291,236
PO_201709,B,1,Dictyocha speculum,150
PO_201709,B,1,Dolichomastix tenuilepis,8
PO_201709,B,1,Emiliania huxleyi,863
PO_201709,B,1,Gracilaria vermiculophylla,8
PO_201709,B,1,Hincksia hincksiae,60
PO_201709,B,1,Homo sapiens,131
PO_201709,B,1,Micromonas pusilla,2089
PO_201709,B,1,Minutocellus polymorphus,3420
PO_201709,B,1,Nitzschia palea,8
PO_201709,B,1,Oncorhynchus keta,15
PO_201709,B,1,Paracalanus sp. C AC-2013,38
PO_201709,B,1,Pedospumella sinomuralis,2
PO_201709,B,1,Phaeocystis globosa,71
PO_201709,B,1,Prasinoderma coloniale,58
PO_201709,B,1,Pseudochattonella farcimen,23
PO_201709,B,1,Pythium tracheiphilum,16
PO_201709,B,1,Skeletonema dohrnii,2070
PO_201709,B,1,Thalassiosira nordenskioeldii,1048
PO_201709,B,1,Triparma laevis,169
PO_201709,B,1,NA,51706
PO_201709,B,2,Asterionellopsis guyunusae,458
PO_201709,B,2,Bathycoccus prasinos,957
PO_201709,B,2,Brachionidae sp. SHYT150702c,24
PO_201709,B,2,Centropages abdominalis,2
PO_201709,B,2,Chaetoceros socialis,1524
PO_201709,B,2,Chrysochromulina sp. CCMP291,188
PO_201709,B,2,Coscinodiscus wailesii,19
PO_201709,B,2,Cymatogaster aggregata,15
PO_201709,B,2,Dictyocha speculum,1708
PO_201709,B,2,Ditylum brightwellii,6
PO_201709,B,2,Emiliania huxleyi,1384
PO_201709,B,2,Gracilaria vermiculophylla,1032
PO_201709,B,2,Haptoglossa sp. DM2 4/12,6
PO_201709,B,2,Karlodinium veneficum,16
PO_201709,B,2,Micromonas pusilla,2490
PO_201709,B,2,Minutocellus polymorphus,8212
PO_201709,B,2,Paracalanus sp. C AC-2013,235
PO_201709,B,2,Pedospumella sinomuralis,27
PO_201709,B,2,Phaeocystis globosa,221
PO_201709,B,2,Prasinoderma coloniale,1222
PO_201709,B,2,Protoperidinium cf. depressum,16
PO_201709,B,2,Pseudochattonella farcimen,807
PO_201709,B,2,Skeletonema dohrnii,3508
PO_201709,B,2,Thalassiosira nordenskioeldii,1410
PO_201709,B,2,Triparma laevis,110
PO_201709,B,2,NA,69255
PO_201709,B,3,Asterionellopsis guyunusae,401
PO_201709,B,3,Bathycoccus prasinos,461
PO_201709,B,3,Calanus pacificus,47
PO_201709,B,3,Chaetoceros socialis,846
PO_201709,B,3,Chattonella subsalsa,44
PO_201709,B,3,Chrysochromulina sp. CCMP291,387
PO_201709,B,3,Dictyocha speculum,350
PO_201709,B,3,Emiliania huxleyi,1264
PO_201709,B,3,Homo sapiens,11
PO_201709,B,3,Karlodinium veneficum,14
PO_201709,B,3,Micromonas pusilla,1839
PO_201709,B,3,Minutocellus polymorphus,3831
PO_201709,B,3,Muggiaea atlantica,6
PO_201709,B,3,Paracalanus sp. C AC-2013,49
PO_201709,B,3,Pedospumella sinomuralis,5
PO_201709,B,3,Phaeocystis globosa,93
PO_201709,B,3,Protoperidinium cf. depressum,22
PO_201709,B,3,Pseudochattonella farcimen,33
PO_201709,B,3,Pythium tracheiphilum,34
PO_201709,B,3,Skeletonema dohrnii,1956
PO_201709,B,3,Thalassiosira nordenskioeldii,845
PO_201709,B,3,Thalassiosira punctigera,23
PO_201709,B,3,Triparma laevis,170
PO_201709,B,3,NA,31024
PO_201709,C,1,Asterionellopsis guyunusae,145
PO_201709,C,1,Bathycoccus prasinos,485
PO_201709,C,1,Caulacanthus ustulatus,21
PO_201709,C,1,Chaetoceros socialis,394
PO_201709,C,1,Chattonella subsalsa,4
PO_201709,C,1,Chrysochromulina sp. CCMP291,283
PO_201709,C,1,Cylindrotheca closterium,60
PO_201709,C,1,Dictyocha speculum,30
PO_201709,C,1,Ditylum brightwellii,33
PO_201709,C,1,Emiliania huxleyi,280
PO_201709,C,1,Gracilaria vermiculophylla,393
PO_201709,C,1,Halicyclops itohi,65
PO_201709,C,1,Hincksia hincksiae,23
PO_201709,C,1,Keratella cochlearis,3
PO_201709,C,1,Micromonas pusilla,1784
PO_201709,C,1,Minutocellus polymorphus,4082
PO_201709,C,1,Nitzschia palea,34
PO_201709,C,1,Paracalanus sp. C AC-2013,9
PO_201709,C,1,Phaeocystis globosa,51
PO_201709,C,1,Poteriospumella lacustris,8
PO_201709,C,1,Pseudochattonella farcimen,66
PO_201709,C,1,Rhizosolenia setigera,4
PO_201709,C,1,Ruditapes philippinarum,16
PO_201709,C,1,Skeletonema dohrnii,1829
PO_201709,C,1,Thalassiosira nordenskioeldii,1839
PO_201709,C,1,NA,53947
PO_201709,C,2,Asterionellopsis guyunusae,61
PO_201709,C,2,Bathycoccus prasinos,2766
PO_201709,C,2,Cafeteria roenbergensis,52
PO_201709,C,2,Chaetoceros socialis,232
PO_201709,C,2,Chrysochromulina sp. CCMP291,17
PO_201709,C,2,Cylindrotheca closterium,18
PO_201709,C,2,Dictyocha speculum,1006
PO_201709,C,2,Emiliania huxleyi,352
PO_201709,C,2,Micromonas pusilla,1564
PO_201709,C,2,Minutocellus polymorphus,7689
PO_201709,C,2,Nereis vexillosa,1792
PO_201709,C,2,Nitzschia palea,47
PO_201709,C,2,Paracalanus sp. C AC-2013,8
PO_201709,C,2,Pedospumella sinomuralis,13
PO_201709,C,2,Phaeocystis globosa,49
PO_201709,C,2,Pseudochattonella farcimen,281
PO_201709,C,2,Pythium pachycaule,20
PO_201709,C,2,Skeletonema dohrnii,3740
PO_201709,C,2,Thalassiosira nordenskioeldii,319
PO_201709,C,2,Thalassiosira punctigera,11
PO_201709,C,2,NA,56275
PO_201709,C,3,Apodachlya minima,25
PO_201709,C,3,Bathycoccus prasinos,2272
PO_201709,C,3,Chaetoceros socialis,308
PO_201709,C,3,Chrysochromulina sp. CCMP291,327
PO_201709,C,3,Coscinodiscus wailesii,11
PO_201709,C,3,Dictyocha speculum,106
PO_201709,C,3,Emiliania huxleyi,269
PO_201709,C,3,Gracilaria vermiculophylla,394
PO_201709,C,3,Halicyclops itohi,47
PO_201709,C,3,Keratella cochlearis,129
PO_201709,C,3,Micromonas pusilla,1139
PO_201709,C,3,Minutocellus polymorphus,7746
PO_201709,C,3,Nitzschia palea,15
PO_201709,C,3,Paracalanus sp. C AC-2013,6
PO_201709,C,3,Pedospumella sinomuralis,12
PO_201709,C,3,Phaeocystis globosa,64
PO_201709,C,3,Pythium tracheiphilum,20
PO_201709,C,3,Skeletonema dohrnii,1979
PO_201709,C,3,Thalassiosira nordenskioeldii,1772
PO_201709,C,3,Triparma laevis,32
PO_201709,C,3,NA,48301
PO_201711,A,1,Acartia longiremis,4
PO_201711,A,1,Articulospora tetracladia,22
PO_201711,A,1,Asterionellopsis guyunusae,5
PO_201711,A,1,Bathycoccus prasinos,31
PO_201711,A,1,Brachionidae sp. SHYT150702c,34
PO_201711,A,1,Bursaphelenchus cocophilus,10
PO_201711,A,1,Cancer productus,331
PO_201711,A,1,Centropages abdominalis,24
PO_201711,A,1,Chaetoceros socialis,434
PO_201711,A,1,Chattonella subsalsa,16
PO_201711,A,1,Cochliopodium sp. SG-2014,15
PO_201711,A,1,Cunea thuwala,8
PO_201711,A,1,Cylindrotheca closterium,15
PO_201711,A,1,Dialonectria episphaeria,7
PO_201711,A,1,Dictyocha speculum,3
PO_201711,A,1,Ditylum brightwellii,93
PO_201711,A,1,Emiliania huxleyi,86
PO_201711,A,1,Halophytophthora avicenniae,94
PO_201711,A,1,Heterocapsa rotundata,13
PO_201711,A,1,Homo sapiens,3530
PO_201711,A,1,Melosira ambiqua,12
PO_201711,A,1,Melosira nummuloides,3714
PO_201711,A,1,Micromonas pusilla,64
PO_201711,A,1,Minutocellus polymorphus,33
PO_201711,A,1,Mytilus trossulus,1013
PO_201711,A,1,Nassarius mendicus,3512
PO_201711,A,1,Navicula cryptocephala,132
PO_201711,A,1,Oncorhynchus keta,6694
PO_201711,A,1,Paracalanus sp. C AC-2013,8
PO_201711,A,1,Paramoeba pemaquidensis,4
PO_201711,A,1,Pedospumella sinomuralis,41
PO_201711,A,1,Petalonia fascia,11
PO_201711,A,1,Phaeocystis globosa,12
PO_201711,A,1,Phytophthora megasperma,6
PO_201711,A,1,Pinnularia parvulissima,705
PO_201711,A,1,Protoperidinium cf. depressum,26
PO_201711,A,1,Pseudo-nitzschia cuspidata,29
PO_201711,A,1,Pseudobradya attenuata,221
PO_201711,A,1,Pseudochattonella farcimen,2466
PO_201711,A,1,Pythium periplocum,17
PO_201711,A,1,Pythium tracheiphilum,32
PO_201711,A,1,Ruditapes philippinarum,4
PO_201711,A,1,Skeletonema dohrnii,57
PO_201711,A,1,Spongospora subterranea,47
PO_201711,A,1,Synchaetomella acerina,14
PO_201711,A,1,Thalassiosira nordenskioeldii,47
PO_201711,A,1,NA,34999
PO_201711,A,2,Attheya longicornis,4
PO_201711,A,2,Brachionidae sp. SHYT150702c,58
PO_201711,A,2,Cancer productus,31
PO_201711,A,2,Chaetoceros socialis,637
PO_201711,A,2,Chattonella subsalsa,90
PO_201711,A,2,Chrysochromulina sp. CCMP291,22
PO_201711,A,2,Cochliopodium sp. SG-2014,47
PO_201711,A,2,Dendraster excentricus,453
PO_201711,A,2,Dialonectria episphaeria,9
PO_201711,A,2,Ditylum brightwellii,35
PO_201711,A,2,Emiliania huxleyi,12
PO_201711,A,2,Gracilaria vermiculophylla,40
PO_201711,A,2,Halophytophthora avicenniae,15
PO_201711,A,2,Heterocapsa rotundata,30
PO_201711,A,2,Homo sapiens,1924
PO_201711,A,2,Hypomesus pretiosus,17
PO_201711,A,2,Melosira ambiqua,7
PO_201711,A,2,Melosira nummuloides,3088
PO_201711,A,2,Micromonas pusilla,182
PO_201711,A,2,Minutocellus polymorphus,21
PO_201711,A,2,Mytilus trossulus,761
PO_201711,A,2,Nassarius mendicus,2861
PO_201711,A,2,Navicula cryptocephala,14
PO_201711,A,2,Oncorhynchus keta,5579
PO_201711,A,2,Paracalanus sp. C AC-2013,15
PO_201711,A,2,Pedospumella sinomuralis,68
PO_201711,A,2,Penicillium sclerotiorum,7
PO_201711,A,2,Phytophthora megasperma,25
PO_201711,A,2,Pinnularia parvulissima,492
PO_201711,A,2,Pseudo-nitzschia cuspidata,4
PO_201711,A,2,Pseudobradya attenuata,77
PO_201711,A,2,Pseudochattonella farcimen,1449
PO_201711,A,2,Pyramimonas parkeae,5
PO_201711,A,2,Pythium tracheiphilum,65
PO_201711,A,2,Rhizosolenia setigera,12
PO_201711,A,2,Skeletonema dohrnii,45
PO_201711,A,2,Thalassiosira nordenskioeldii,113
PO_201711,A,2,Trebouxia aggregata,11
PO_201711,A,2,NA,28692
PO_201711,A,3,Articulospora tetracladia,5
PO_201711,A,3,Balanus glandula,222
PO_201711,A,3,Bathycoccus prasinos,30
PO_201711,A,3,Brachionidae sp. SHYT150702c,28
PO_201711,A,3,Callithamnion corymbosum,2
PO_201711,A,3,Cancer productus,189
PO_201711,A,3,Chaetoceros socialis,629
PO_201711,A,3,Chattonella subsalsa,138
PO_201711,A,3,Cochliopodium sp. SG-2014,114
PO_201711,A,3,Cunea thuwala,3
PO_201711,A,3,Cylindrotheca closterium,15
PO_201711,A,3,Dictyocha speculum,38
PO_201711,A,3,Ditylum brightwellii,120
PO_201711,A,3,Emiliania huxleyi,15
PO_201711,A,3,Fucus distichus,10
PO_201711,A,3,Halophytophthora avicenniae,28
PO_201711,A,3,Hartmannella cantabrigiensis,51
PO_201711,A,3,Heterocapsa rotundata,15
PO_201711,A,3,Homo sapiens,1755
PO_201711,A,3,Hypomesus pretiosus,12
PO_201711,A,3,Melosira nummuloides,4009
